sp|E7S4M0|CSN2_STRA8
tr|E7S3T5|E7S3T5_STRA8	K01126
tr|E7S554|E7S554_STRA8	K10040
tr|E7S3V0|E7S3V0_STRA8	K00759
tr|E7S6M3|E7S6M3_STRA8
tr|E7S3A8|E7S3A8_STRA8
tr|E7S3Q6|E7S3Q6_STRA8
tr|E7S4V1|E7S4V1_STRA8	K00526
tr|E7S5A0|E7S5A0_STRA8	K20484
tr|E7S714|E7S714_STRA8	K06889
tr|E7S5S2|E7S5S2_STRA8
tr|E7S2E2|E7S2E2_STRA8
tr|E7S1W3|E7S1W3_STRA8	K09815
tr|E7S1H0|E7S1H0_STRA8
tr|E7S4G6|E7S4G6_STRA8
tr|E7S1H9|E7S1H9_STRA8
tr|E7S1H6|E7S1H6_STRA8
tr|E7S1X7|E7S1X7_STRA8
tr|E7S3Q4|E7S3Q4_STRA8	K00938
tr|E7S564|E7S564_STRA8	K01207
tr|E7S523|E7S523_STRA8	K03322
tr|E7S2R5|E7S2R5_STRA8
tr|E7S3F4|E7S3F4_STRA8	K07271
tr|E7S4N7|E7S4N7_STRA8	K00627
tr|E7S567|E7S567_STRA8	K01686
tr|E7S429|E7S429_STRA8	K07729
tr|E7S4V2|E7S4V2_STRA8	K16789
tr|E7S720|E7S720_STRA8
tr|E7S7F7|E7S7F7_STRA8
tr|E7S1U9|E7S1U9_STRA8
tr|E7S3Z8|E7S3Z8_STRA8
tr|E7S645|E7S645_STRA8
tr|E7S3M1|E7S3M1_STRA8	K00554
tr|E7S3A1|E7S3A1_STRA8	K03979
tr|E7S500|E7S500_STRA8	K01929
tr|E7S6B8|E7S6B8_STRA8
tr|E7S1I9|E7S1I9_STRA8
tr|E7S1C6|E7S1C6_STRA8
tr|E7S161|E7S161_STRA8
tr|E7S1S1|E7S1S1_STRA8
tr|E7S371|E7S371_STRA8
tr|E7S6K5|E7S6K5_STRA8
tr|E7S1B5|E7S1B5_STRA8
tr|E7S3G8|E7S3G8_STRA8	K07284
tr|E7S518|E7S518_STRA8	K04567
tr|E7S4T3|E7S4T3_STRA8
tr|E7S6G3|E7S6G3_STRA8	K01878
tr|E7S776|E7S776_STRA8	K03551
tr|E7S3D8|E7S3D8_STRA8	K07146
tr|E7S4H4|E7S4H4_STRA8
tr|E7S6W8|E7S6W8_STRA8
tr|E7S3J8|E7S3J8_STRA8
tr|E7S4C6|E7S4C6_STRA8
tr|E7S5F4|E7S5F4_STRA8
tr|E7S7G3|E7S7G3_STRA8
tr|E7S2D5|E7S2D5_STRA8	K01620
tr|E7S662|E7S662_STRA8
tr|E7S799|E7S799_STRA8
tr|E7S219|E7S219_STRA8	K00027
tr|E7S4L1|E7S4L1_STRA8
tr|E7S630|E7S630_STRA8	K01810
tr|E7S6T3|E7S6T3_STRA8	K02033
tr|E7S1F9|E7S1F9_STRA8	K00558
tr|E7S2Y4|E7S2Y4_STRA8	K01776
tr|E7S6D9|E7S6D9_STRA8
tr|E7S6R0|E7S6R0_STRA8
tr|E7S210|E7S210_STRA8
tr|E7S5V4|E7S5V4_STRA8
tr|E7S2K0|E7S2K0_STRA8	K00426
tr|E7S404|E7S404_STRA8	K02621
tr|E7S5H8|E7S5H8_STRA8
tr|E7S5E0|E7S5E0_STRA8
tr|E7S437|E7S437_STRA8	K00872
tr|E7S3W8|E7S3W8_STRA8	K05832
tr|E7S212|E7S212_STRA8
tr|E7S6C0|E7S6C0_STRA8
tr|E7S2X3|E7S2X3_STRA8	K01426
tr|E7S4S4|E7S4S4_STRA8	K00790
tr|E7S5X1|E7S5X1_STRA8	K03502
tr|E7S4M1|E7S4M1_STRA8	K09951
tr|E7S1B1|E7S1B1_STRA8
tr|E7S3B4|E7S3B4_STRA8
tr|E7S4Q7|E7S4Q7_STRA8	K02113
tr|E7S576|E7S576_STRA8
tr|E7S3W5|E7S3W5_STRA8	K01575
tr|E7S1W4|E7S1W4_STRA8
tr|E7S381|E7S381_STRA8
tr|E7S6D4|E7S6D4_STRA8	K00763
tr|E7S5B5|E7S5B5_STRA8
tr|E7S4S1|E7S4S1_STRA8	K01265
tr|E7S6W4|E7S6W4_STRA8
tr|E7S692|E7S692_STRA8
tr|E7S638|E7S638_STRA8
tr|E7S2I6|E7S2I6_STRA8	K02950
tr|E7S4B3|E7S4B3_STRA8
tr|E7S290|E7S290_STRA8
tr|E7S6F6|E7S6F6_STRA8	K02440
tr|E7S2N5|E7S2N5_STRA8
tr|E7S4R9|E7S4R9_STRA8
tr|E7S2J3|E7S2J3_STRA8	K00574
tr|E7S6J7|E7S6J7_STRA8
tr|E7S528|E7S528_STRA8
tr|E7S1D4|E7S1D4_STRA8	K08987
tr|E7S6J1|E7S6J1_STRA8
tr|E7S3C2|E7S3C2_STRA8	K12269
tr|E7S479|E7S479_STRA8	K02835
tr|E7S742|E7S742_STRA8	K02952
tr|E7S617|E7S617_STRA8
tr|E7S623|E7S623_STRA8	K03217
tr|E7S3M4|E7S3M4_STRA8	K00077
tr|E7S296|E7S296_STRA8
tr|E7S166|E7S166_STRA8
tr|E7S4J0|E7S4J0_STRA8	K02056
tr|E7S370|E7S370_STRA8
tr|E7S3P8|E7S3P8_STRA8
tr|E7S4R5|E7S4R5_STRA8
tr|E7S5W4|E7S5W4_STRA8
tr|E7S753|E7S753_STRA8	K02954
tr|E7S1J0|E7S1J0_STRA8
tr|E7S7B0|E7S7B0_STRA8	K00948
tr|E7S5Q5|E7S5Q5_STRA8
tr|E7S519|E7S519_STRA8	K00794
tr|E7S2P4|E7S2P4_STRA8	K03625
tr|E7S2E9|E7S2E9_STRA8	K00616
tr|E7S390|E7S390_STRA8	K03664
tr|E7S3M2|E7S3M2_STRA8	K00384
tr|E7S430|E7S430_STRA8
tr|E7S5U3|E7S5U3_STRA8
tr|E7S6G8|E7S6G8_STRA8
tr|E7S6Q6|E7S6Q6_STRA8	K02996
tr|E7S6T8|E7S6T8_STRA8	K07704
tr|E7S4Q9|E7S4Q9_STRA8	K02108
tr|E7S3I2|E7S3I2_STRA8	K02013
tr|E7S1C1|E7S1C1_STRA8
tr|E7S541|E7S541_STRA8	K03110
tr|E7S641|E7S641_STRA8	K06929
tr|E7S295|E7S295_STRA8
tr|E7S5M2|E7S5M2_STRA8
tr|E7S784|E7S784_STRA8	K01589
tr|E7S4W5|E7S4W5_STRA8
tr|E7S3H4|E7S3H4_STRA8
tr|E7S3U2|E7S3U2_STRA8
tr|E7S7D2|E7S7D2_STRA8
tr|E7S6A6|E7S6A6_STRA8	K07570
tr|E7S5L8|E7S5L8_STRA8	K12554
tr|E7S1F3|E7S1F3_STRA8
tr|E7S6U0|E7S6U0_STRA8	K03111
tr|E7S2J8|E7S2J8_STRA8	K03885
tr|E7S684|E7S684_STRA8	K00645
tr|E7S4B5|E7S4B5_STRA8
tr|E7S4T8|E7S4T8_STRA8	K00789
tr|E7S6Q8|E7S6Q8_STRA8
tr|E7S246|E7S246_STRA8
tr|E7S232|E7S232_STRA8	K01625
tr|E7S466|E7S466_STRA8	K16066
tr|E7S6M0|E7S6M0_STRA8
tr|E7S3U4|E7S3U4_STRA8	K03665
tr|E7S449|E7S449_STRA8
tr|E7S584|E7S584_STRA8	K01990
tr|E7S5E1|E7S5E1_STRA8
tr|E7S307|E7S307_STRA8	K00943
tr|E7S4N8|E7S4N8_STRA8	K00162
tr|E7S7F4|E7S7F4_STRA8
tr|E7S6D1|E7S6D1_STRA8	K05366
tr|E7S6W7|E7S6W7_STRA8	K09817
tr|E7S1A7|E7S1A7_STRA8	K02314
tr|E7S2N1|E7S2N1_STRA8
tr|E7S3R3|E7S3R3_STRA8	K01641
tr|E7S218|E7S218_STRA8
tr|E7S5F1|E7S5F1_STRA8	K02470
tr|E7S1E6|E7S1E6_STRA8
tr|E7S1X3|E7S1X3_STRA8	K01819
tr|E7S651|E7S651_STRA8
tr|E7S487|E7S487_STRA8
tr|E7S2R4|E7S2R4_STRA8	K00074
tr|E7S4L2|E7S4L2_STRA8	K07305
tr|E7S1A5|E7S1A5_STRA8
tr|E7S6E8|E7S6E8_STRA8	K00931
tr|E7S3L9|E7S3L9_STRA8
tr|E7S6S6|E7S6S6_STRA8	K02822
tr|E7S2U0|E7S2U0_STRA8
tr|E7S552|E7S552_STRA8	K10039
tr|E7S5R3|E7S5R3_STRA8
tr|E7S6Y7|E7S6Y7_STRA8	K17073
tr|E7S6Y7|E7S6Y7_STRA8	K17074
tr|E7S1G4|E7S1G4_STRA8	K03574
tr|E7S1C8|E7S1C8_STRA8
tr|E7S2Z6|E7S2Z6_STRA8	K03216
tr|E7S1F1|E7S1F1_STRA8
tr|E7S663|E7S663_STRA8
tr|E7S3X0|E7S3X0_STRA8	K12574
tr|E7S3E8|E7S3E8_STRA8	K00067
tr|E7S3I9|E7S3I9_STRA8	K00945
tr|E7S249|E7S249_STRA8	K07455
tr|E7S407|E7S407_STRA8	K02945
tr|E7S4B4|E7S4B4_STRA8
tr|E7S2N7|E7S2N7_STRA8	K01493
tr|E7S741|E7S741_STRA8	K02948
tr|E7S5E4|E7S5E4_STRA8	K00800
tr|E7S2I0|E7S2I0_STRA8	K06949
tr|E7S2L9|E7S2L9_STRA8	K03471
tr|E7S5X7|E7S5X7_STRA8
tr|E7S755|E7S755_STRA8	K02895
tr|E7S2W2|E7S2W2_STRA8
tr|E7S2L7|E7S2L7_STRA8	K03581
tr|E7S1C2|E7S1C2_STRA8
tr|E7S6J8|E7S6J8_STRA8
tr|E7S535|E7S535_STRA8	K03095
tr|E7S5S7|E7S5S7_STRA8
tr|E7S762|E7S762_STRA8	K02965
tr|E7S303|E7S303_STRA8	K01998
tr|E7S6R4|E7S6R4_STRA8	K11145
tr|E7S2Q3|E7S2Q3_STRA8	K01775
tr|E7S6V9|E7S6V9_STRA8
tr|E7S318|E7S318_STRA8	K01142
tr|E7S5T4|E7S5T4_STRA8
tr|E7S6X2|E7S6X2_STRA8	K15582
tr|E7S3Q9|E7S3Q9_STRA8	K11068
tr|E7S5I6|E7S5I6_STRA8	K03366
tr|E7S5L1|E7S5L1_STRA8	K00845
tr|E7S3R9|E7S3R9_STRA8
tr|E7S6U8|E7S6U8_STRA8
tr|E7S568|E7S568_STRA8	K01812
tr|E7S322|E7S322_STRA8
tr|E7S4F0|E7S4F0_STRA8	K11753
tr|E7S1V8|E7S1V8_STRA8
tr|E7S618|E7S618_STRA8
tr|E7S763|E7S763_STRA8	K02886
tr|E7S355|E7S355_STRA8	K02867
tr|E7S4I9|E7S4I9_STRA8	K02057
tr|E7S1D1|E7S1D1_STRA8
tr|E7S786|E7S786_STRA8	K01945
tr|E7S5X0|E7S5X0_STRA8
tr|E7S2K1|E7S2K1_STRA8	K16013
tr|E7S4C1|E7S4C1_STRA8
tr|E7S454|E7S454_STRA8	K01223
tr|E7S5B7|E7S5B7_STRA8
tr|E7S4D2|E7S4D2_STRA8	K14540
tr|E7S3J7|E7S3J7_STRA8	K01736
tr|E7S3R4|E7S3R4_STRA8	K00560
tr|E7S2K8|E7S2K8_STRA8
tr|E7S680|E7S680_STRA8	K02372
tr|E7S4V6|E7S4V6_STRA8
tr|E7S5P4|E7S5P4_STRA8	K10773
tr|E7S648|E7S648_STRA8
tr|E7S189|E7S189_STRA8	K05340
tr|E7S4X3|E7S4X3_STRA8
tr|E7S1L3|E7S1L3_STRA8
tr|E7S758|E7S758_STRA8	K02904
tr|E7S6R2|E7S6R2_STRA8	K06962
tr|E7S2B2|E7S2B2_STRA8	K03696
tr|E7S3T0|E7S3T0_STRA8
tr|E7S4L5|E7S4L5_STRA8
tr|E7S4R3|E7S4R3_STRA8	K00975
tr|E7S3T2|E7S3T2_STRA8	K03327
tr|E7S6X0|E7S6X0_STRA8	K10823
tr|E7S5K0|E7S5K0_STRA8
tr|E7S1R0|E7S1R0_STRA8	K01887
tr|E7S4G5|E7S4G5_STRA8	K03106
tr|E7S1X6|E7S1X6_STRA8
tr|E7S3X5|E7S3X5_STRA8	K03783
tr|E7S4D5|E7S4D5_STRA8	K02015
tr|E7S525|E7S525_STRA8
tr|E7S681|E7S681_STRA8	K02160
tr|E7S6Z9|E7S6Z9_STRA8
tr|E7S796|E7S796_STRA8	K02027
tr|E7S1S3|E7S1S3_STRA8	K08310
tr|E7S3S5|E7S3S5_STRA8	K02935
tr|E7S270|E7S270_STRA8
tr|E7S1D9|E7S1D9_STRA8	K07719
tr|E7S4J4|E7S4J4_STRA8	K00867
tr|E7S462|E7S462_STRA8	K07816
tr|E7S4I8|E7S4I8_STRA8	K02057
tr|E7S3P4|E7S3P4_STRA8	K01081
tr|E7S344|E7S344_STRA8
tr|E7S509|E7S509_STRA8	K01595
tr|E7S610|E7S610_STRA8
tr|E7S2F2|E7S2F2_STRA8
tr|E7S3Z5|E7S3Z5_STRA8
tr|E7S583|E7S583_STRA8
tr|E7S605|E7S605_STRA8
tr|E7S767|E7S767_STRA8	K02946
tr|E7S3D4|E7S3D4_STRA8	K00705
tr|E7S4R2|E7S4R2_STRA8	K00975
tr|E7S3H3|E7S3H3_STRA8	K07139
tr|E7S676|E7S676_STRA8
tr|E7S385|E7S385_STRA8	K01990
tr|E7S569|E7S569_STRA8	K01625
tr|E7S658|E7S658_STRA8	K01990
tr|E7S7C8|E7S7C8_STRA8
tr|E7S6G2|E7S6G2_STRA8	K01118
tr|E7S3N7|E7S3N7_STRA8
tr|E7S4E2|E7S4E2_STRA8
tr|E7S7F5|E7S7F5_STRA8	K01839
tr|E7S6E4|E7S6E4_STRA8
tr|E7S2P6|E7S2P6_STRA8	K01193
tr|E7S5B4|E7S5B4_STRA8
tr|E7S6Z5|E7S6Z5_STRA8	K01624
tr|E7S5R0|E7S5R0_STRA8	K00954
tr|E7S1L8|E7S1L8_STRA8
tr|E7S1U0|E7S1U0_STRA8	K07636
tr|E7S7D4|E7S7D4_STRA8
tr|E7S492|E7S492_STRA8	K16869
tr|E7S2G0|E7S2G0_STRA8
tr|E7S3A5|E7S3A5_STRA8	K02029
tr|E7S3A5|E7S3A5_STRA8	K02030
tr|E7S273|E7S273_STRA8
tr|E7S486|E7S486_STRA8	K06147
tr|E7S620|E7S620_STRA8	K03565
tr|E7S169|E7S169_STRA8	K02338
tr|E7S5L6|E7S5L6_STRA8
tr|E7S3N5|E7S3N5_STRA8	K00974
tr|E7S2X7|E7S2X7_STRA8	K01512
tr|E7S5V5|E7S5V5_STRA8
tr|E7S705|E7S705_STRA8	K10441
tr|E7S727|E7S727_STRA8	K03705
tr|E7S368|E7S368_STRA8	K06217
tr|E7S1F2|E7S1F2_STRA8
tr|E7S579|E7S579_STRA8	K02068
tr|E7S4W4|E7S4W4_STRA8	K08602
tr|E7S1M2|E7S1M2_STRA8	K02913
tr|E7S4S6|E7S4S6_STRA8	K00878
tr|E7S697|E7S697_STRA8	K00005
tr|E7S157|E7S157_STRA8	K04075
tr|E7S208|E7S208_STRA8
tr|E7S306|E7S306_STRA8	K04767
tr|E7S4H5|E7S4H5_STRA8
tr|E7S632|E7S632_STRA8
tr|E7S3V7|E7S3V7_STRA8
tr|E7S4B6|E7S4B6_STRA8
tr|E7S4J2|E7S4J2_STRA8	K01489
tr|E7S6F2|E7S6F2_STRA8
tr|E7S5Y3|E7S5Y3_STRA8
tr|E7S6P4|E7S6P4_STRA8
tr|E7S1X1|E7S1X1_STRA8	K01186
tr|E7S5C1|E7S5C1_STRA8
tr|E7S2G5|E7S2G5_STRA8
tr|E7S1Z5|E7S1Z5_STRA8	K01220
tr|E7S2J6|E7S2J6_STRA8
tr|E7S4X9|E7S4X9_STRA8	K03488
tr|E7S5P7|E7S5P7_STRA8
tr|E7S450|E7S450_STRA8
tr|E7S5N0|E7S5N0_STRA8	K03602
tr|E7S1Z0|E7S1Z0_STRA8	K01819
tr|E7S467|E7S467_STRA8	K03549
tr|E7S4F8|E7S4F8_STRA8	K02036
tr|E7S1R2|E7S1R2_STRA8
tr|E7S4H1|E7S4H1_STRA8
tr|E7S5E3|E7S5E3_STRA8	K00800
tr|E7S238|E7S238_STRA8
tr|E7S539|E7S539_STRA8	K07089
tr|E7S561|E7S561_STRA8	K01176
tr|E7S6J0|E7S6J0_STRA8
tr|E7S293|E7S293_STRA8	K02745
tr|E7S760|E7S760_STRA8	K02982
tr|E7S6N7|E7S6N7_STRA8
tr|E7S2D8|E7S2D8_STRA8
tr|E7S5P0|E7S5P0_STRA8
tr|E7S3M5|E7S3M5_STRA8
tr|E7S540|E7S540_STRA8	K08986
tr|E7S373|E7S373_STRA8	K00887
tr|E7S181|E7S181_STRA8	K00611
tr|E7S5B6|E7S5B6_STRA8
tr|E7S6T4|E7S6T4_STRA8	K02035
tr|E7S3U8|E7S3U8_STRA8	K07462
tr|E7S4B7|E7S4B7_STRA8
tr|E7S4Y0|E7S4Y0_STRA8	K04564
tr|E7S565|E7S565_STRA8
tr|E7S5B8|E7S5B8_STRA8
tr|E7S5L0|E7S5L0_STRA8
tr|E7S180|E7S180_STRA8	K03758
tr|E7S6Y9|E7S6Y9_STRA8
tr|E7S5M4|E7S5M4_STRA8
tr|E7S6I3|E7S6I3_STRA8	K03111
tr|E7S5X8|E7S5X8_STRA8
tr|E7S2J0|E7S2J0_STRA8
tr|E7S5V9|E7S5V9_STRA8
tr|E7S581|E7S581_STRA8
tr|E7S606|E7S606_STRA8
tr|E7S5I4|E7S5I4_STRA8
tr|E7S7F0|E7S7F0_STRA8
tr|E7S2Z8|E7S2Z8_STRA8	K00761
tr|E7S5Y1|E7S5Y1_STRA8
tr|E7S4U8|E7S4U8_STRA8	K11189
tr|E7S5Y4|E7S5Y4_STRA8
tr|E7S2Z5|E7S2Z5_STRA8	K03294
tr|E7S537|E7S537_STRA8
tr|E7S7G1|E7S7G1_STRA8
tr|E7S6K6|E7S6K6_STRA8
tr|E7S3A6|E7S3A6_STRA8	K07052
tr|E7S3Q3|E7S3Q3_STRA8	K01597
tr|E7S5S0|E7S5S0_STRA8
tr|E7S494|E7S494_STRA8
tr|E7S4U0|E7S4U0_STRA8
tr|E7S5D4|E7S5D4_STRA8
tr|E7S6T0|E7S6T0_STRA8
tr|E7S1P8|E7S1P8_STRA8	K07447
tr|E7S2D0|E7S2D0_STRA8	K12574
tr|E7S7D0|E7S7D0_STRA8
tr|E7S310|E7S310_STRA8	K07056
tr|E7S380|E7S380_STRA8
tr|E7S4E1|E7S4E1_STRA8	K03168
tr|E7S264|E7S264_STRA8
tr|E7S5V0|E7S5V0_STRA8	K01361
tr|E7S193|E7S193_STRA8
tr|E7S3T9|E7S3T9_STRA8	K04486
tr|E7S353|E7S353_STRA8
tr|E7S203|E7S203_STRA8
tr|E7S2N2|E7S2N2_STRA8	K03701
tr|E7S6X4|E7S6X4_STRA8	K15580
tr|E7S3T8|E7S3T8_STRA8
tr|E7S1J1|E7S1J1_STRA8	K02003
tr|E7S3R1|E7S3R1_STRA8
tr|E7S527|E7S527_STRA8
tr|E7S5X3|E7S5X3_STRA8
tr|E7S5A1|E7S5A1_STRA8	K20485
tr|E7S476|E7S476_STRA8	K03734
tr|E7S6F7|E7S6F7_STRA8	K00105
tr|E7S3L3|E7S3L3_STRA8
tr|E7S4F3|E7S4F3_STRA8	K01092
tr|E7S1R3|E7S1R3_STRA8
tr|E7S2E3|E7S2E3_STRA8	K03475
tr|E7S2Y5|E7S2Y5_STRA8	K02428
tr|E7S4I5|E7S4I5_STRA8	K02469
tr|E7S2C5|E7S2C5_STRA8
tr|E7S3C0|E7S3C0_STRA8	K03076
tr|E7S3Y0|E7S3Y0_STRA8
tr|E7S4S2|E7S4S2_STRA8
tr|E7S710|E7S710_STRA8
tr|E7S4G9|E7S4G9_STRA8
tr|E7S596|E7S596_STRA8
tr|E7S5S5|E7S5S5_STRA8
tr|E7S178|E7S178_STRA8	K01867
tr|E7S2C6|E7S2C6_STRA8
tr|E7S613|E7S613_STRA8
tr|E7S6W5|E7S6W5_STRA8	K15051
tr|E7S190|E7S190_STRA8	K03629
tr|E7S2I2|E7S2I2_STRA8	K00949
tr|E7S2R9|E7S2R9_STRA8	K02435
tr|E7S6I6|E7S6I6_STRA8
tr|E7S4L6|E7S4L6_STRA8
tr|E7S5Z4|E7S5Z4_STRA8
tr|E7S615|E7S615_STRA8	K00558
tr|E7S3Q7|E7S3Q7_STRA8	K07393
tr|E7S4K1|E7S4K1_STRA8	K03100
tr|E7S5C7|E7S5C7_STRA8
tr|E7S259|E7S259_STRA8
tr|E7S6E5|E7S6E5_STRA8	K03438
tr|E7S3G2|E7S3G2_STRA8
tr|E7S5H3|E7S5H3_STRA8	K06881
tr|E7S6P5|E7S6P5_STRA8	K01154
tr|E7S1S0|E7S1S0_STRA8
tr|E7S367|E7S367_STRA8	K10254
tr|E7S4S9|E7S4S9_STRA8
tr|E7S206|E7S206_STRA8
tr|E7S2A8|E7S2A8_STRA8	K02967
tr|E7S4F9|E7S4F9_STRA8	K02036
tr|E7S4L4|E7S4L4_STRA8	K06950
tr|E7S2C7|E7S2C7_STRA8	K03713
tr|E7S6B1|E7S6B1_STRA8	K12132
tr|E7S1Y1|E7S1Y1_STRA8
tr|E7S261|E7S261_STRA8
tr|E7S2D4|E7S2D4_STRA8	K01409
tr|E7S647|E7S647_STRA8
tr|E7S5W2|E7S5W2_STRA8
tr|E7S397|E7S397_STRA8
tr|E7S1N7|E7S1N7_STRA8	K07024
tr|E7S5J3|E7S5J3_STRA8	K18979
tr|E7S7A5|E7S7A5_STRA8	K01952
tr|E7S3U0|E7S3U0_STRA8
tr|E7S221|E7S221_STRA8	K03210
tr|E7S188|E7S188_STRA8
tr|E7S441|E7S441_STRA8	K00796
tr|E7S1P2|E7S1P2_STRA8	K03810
tr|E7S2H8|E7S2H8_STRA8	K02528
tr|E7S497|E7S497_STRA8
tr|E7S2D1|E7S2D1_STRA8
tr|E7S3C1|E7S3C1_STRA8	K12268
tr|E7S285|E7S285_STRA8
tr|E7S669|E7S669_STRA8	K02793
tr|E7S669|E7S669_STRA8	K02794
tr|E7S386|E7S386_STRA8
tr|E7S5U5|E7S5U5_STRA8
tr|E7S774|E7S774_STRA8
tr|E7S6M6|E7S6M6_STRA8
tr|E7S1Y3|E7S1Y3_STRA8	K00882
tr|E7S229|E7S229_STRA8
tr|E7S5K4|E7S5K4_STRA8
tr|E7S1C7|E7S1C7_STRA8
tr|E7S2X2|E7S2X2_STRA8	K03624
tr|E7S1I0|E7S1I0_STRA8
tr|E7S6J3|E7S6J3_STRA8
tr|E7S6Q2|E7S6Q2_STRA8
tr|E7S6U3|E7S6U3_STRA8
tr|E7S7E6|E7S7E6_STRA8	K00841
tr|E7S1Y7|E7S1Y7_STRA8	K02530
tr|E7S3C4|E7S3C4_STRA8	K03070
tr|E7S3G3|E7S3G3_STRA8
tr|E7S2Z2|E7S2Z2_STRA8	K08998
tr|E7S4G7|E7S4G7_STRA8
tr|E7S6B5|E7S6B5_STRA8	K04066
tr|E7S171|E7S171_STRA8	K03497
tr|E7S686|E7S686_STRA8	K02078
tr|E7S4U4|E7S4U4_STRA8
tr|E7S4P6|E7S4P6_STRA8	K01890
tr|E7S3W2|E7S3W2_STRA8
tr|E7S5D3|E7S5D3_STRA8
tr|E7S2V6|E7S2V6_STRA8	K03498
tr|E7S5E2|E7S5E2_STRA8	K00891
tr|E7S5Z0|E7S5Z0_STRA8
tr|E7S1B9|E7S1B9_STRA8
tr|E7S363|E7S363_STRA8	K02838
tr|E7S1J4|E7S1J4_STRA8
tr|E7S5I1|E7S5I1_STRA8	K01239
tr|E7S1I1|E7S1I1_STRA8	K16922
tr|E7S2L0|E7S2L0_STRA8
tr|E7S1K1|E7S1K1_STRA8
tr|E7S220|E7S220_STRA8
tr|E7S185|E7S185_STRA8
tr|E7S4J6|E7S4J6_STRA8	K02030
tr|E7S2V2|E7S2V2_STRA8	K16924
tr|E7S4J5|E7S4J5_STRA8	K02968
tr|E7S490|E7S490_STRA8	K13038
tr|E7S426|E7S426_STRA8
tr|E7S3L2|E7S3L2_STRA8	K01955
tr|E7S4J3|E7S4J3_STRA8	K00564
tr|E7S6L5|E7S6L5_STRA8
tr|E7S1G8|E7S1G8_STRA8	K07478
tr|E7S1V2|E7S1V2_STRA8
tr|E7S3L0|E7S3L0_STRA8	K02825
tr|E7S6Z7|E7S6Z7_STRA8	K01940
tr|E7S614|E7S614_STRA8
tr|E7S1E5|E7S1E5_STRA8
tr|E7S1M0|E7S1M0_STRA8
tr|E7S1Q1|E7S1Q1_STRA8	K03553
tr|E7S1V3|E7S1V3_STRA8
tr|E7S2B8|E7S2B8_STRA8
tr|E7S626|E7S626_STRA8	K00963
tr|E7S4T9|E7S4T9_STRA8	K03524
tr|E7S6Z0|E7S6Z0_STRA8
tr|E7S2A6|E7S2A6_STRA8	K03387
tr|E7S3A2|E7S3A2_STRA8
tr|E7S473|E7S473_STRA8
tr|E7S3D3|E7S3D3_STRA8
tr|E7S2K7|E7S2K7_STRA8
tr|E7S4E8|E7S4E8_STRA8
tr|E7S422|E7S422_STRA8
tr|E7S4T1|E7S4T1_STRA8	K16925
tr|E7S5H6|E7S5H6_STRA8	K08659
tr|E7S1G6|E7S1G6_STRA8
tr|E7S1D0|E7S1D0_STRA8
tr|E7S3A4|E7S3A4_STRA8	K02028
tr|E7S3Q5|E7S3Q5_STRA8	K01823
tr|E7S315|E7S315_STRA8	K00058
tr|E7S1M3|E7S1M3_STRA8	K12555
tr|E7S4A7|E7S4A7_STRA8	K01591
tr|E7S1E8|E7S1E8_STRA8
tr|E7S349|E7S349_STRA8	K03466
tr|E7S5V2|E7S5V2_STRA8
tr|E7S1K3|E7S1K3_STRA8	K00005
tr|E7S7D7|E7S7D7_STRA8
tr|E7S580|E7S580_STRA8
tr|E7S4E0|E7S4E0_STRA8	K04096
tr|E7S3X4|E7S3X4_STRA8	K00537
tr|E7S4T2|E7S4T2_STRA8
tr|E7S1G9|E7S1G9_STRA8
tr|E7S4Z8|E7S4Z8_STRA8
tr|E7S2K2|E7S2K2_STRA8	K16012
tr|E7S3U1|E7S3U1_STRA8	K11041
tr|E7S627|E7S627_STRA8	K07335
tr|E7S4H6|E7S4H6_STRA8	K02073
tr|E7S520|E7S520_STRA8	K14652
tr|E7S6H4|E7S6H4_STRA8
tr|E7S5P1|E7S5P1_STRA8	K00845
tr|E7S6S2|E7S6S2_STRA8
tr|E7S6M9|E7S6M9_STRA8	K05845
tr|E7S2C1|E7S2C1_STRA8
tr|E7S316|E7S316_STRA8	K00567
tr|E7S4F5|E7S4F5_STRA8	K02040
tr|E7S713|E7S713_STRA8	K01520
tr|E7S2T7|E7S2T7_STRA8
tr|E7S4Z7|E7S4Z7_STRA8
tr|E7S4W0|E7S4W0_STRA8
tr|E7S4Q3|E7S4Q3_STRA8	K02114
tr|E7S2M9|E7S2M9_STRA8	K02963
tr|E7S231|E7S231_STRA8
tr|E7S1H3|E7S1H3_STRA8
tr|E7S312|E7S312_STRA8	K06201
tr|E7S4I4|E7S4I4_STRA8	K07284
tr|E7S1J8|E7S1J8_STRA8
tr|E7S3H6|E7S3H6_STRA8	K04069
tr|E7S1I4|E7S1I4_STRA8
tr|E7S637|E7S637_STRA8
tr|E7S1T1|E7S1T1_STRA8	K02687
tr|E7S279|E7S279_STRA8
tr|E7S582|E7S582_STRA8	K01992
tr|E7S1R6|E7S1R6_STRA8	K02911
tr|E7S2I3|E7S2I3_STRA8	K09760
tr|E7S590|E7S590_STRA8
tr|E7S591|E7S591_STRA8
tr|E7S1A8|E7S1A8_STRA8
tr|E7S3D6|E7S3D6_STRA8	K02445
tr|E7S3E3|E7S3E3_STRA8	K02970
tr|E7S1N5|E7S1N5_STRA8	K05832
tr|E7S604|E7S604_STRA8
tr|E7S332|E7S332_STRA8
tr|E7S2Y0|E7S2Y0_STRA8	K06890
